"","X","age","fnlwgt","education.num","hours.per.week","workclass","marital.status","occupation","race","sex","native.country","income","net.capital.gain"
"20416",20416,35,112497,9,35,"Self.emp.not.inc","married","Craft.repair","White","Male","other","Less_or_equal_50K",0
"20417",20417,82,147729,3,20,"Private","other","Other.service","White","Male","US","Less_or_equal_50K",0
"20418",20418,48,296066,10,50,"Self.emp.not.inc","married","Transport.moving","White","Male","US","More_than_50K",0
"20419",20419,42,306496,9,40,"Private","married","Other.service","White","Male","US","Less_or_equal_50K",0
"20420",20420,54,163894,10,40,"Private","married","Handlers.cleaners","Black","Male","US","Less_or_equal_50K",0
"20421",20421,22,113936,10,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20422",20422,43,316820,10,84,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20423",20423,17,53367,5,35,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20424",20424,46,95256,9,50,"Self.emp.not.inc","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20425",20425,59,127728,10,40,"Private","married","Tech.support","White","Male","US","More_than_50K",0
"20426",20426,37,66686,9,40,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20427",20427,31,154297,9,24,"Private","not-married","Sales","Black","Female","US","Less_or_equal_50K",0
"20428",20428,23,103064,9,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20429",20429,63,440607,1,30,"Private","married","Prof.specialty","Other","Male","other","Less_or_equal_50K",0
"20430",20430,44,212894,15,55,"Private","other","Prof.specialty","White","Male","US","More_than_50K",0
"20431",20431,30,167990,15,60,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"20432",20432,23,378460,10,20,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20433",20433,24,153583,10,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"20434",20434,34,114639,10,20,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20435",20435,37,344480,10,65,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20436",20436,24,188300,7,40,"Private","not-married","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"20437",20437,32,105938,9,40,"Private","other","Machine.op.inspct","Black","Female","US","Less_or_equal_50K",0
"20438",20438,42,217826,9,25,"Self.emp.not.inc","married","Craft.repair","Black","Male","other","Less_or_equal_50K",0
"20439",20439,20,379525,10,10,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20440",20440,37,127918,10,20,"Private","not-married","Transport.moving","White","Female","other","Less_or_equal_50K",0
"20441",20441,47,27067,9,40,"Federal.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20442",20442,25,250038,5,45,"Private","not-married","Farming.fishing","White","Male","other","Less_or_equal_50K",0
"20443",20443,60,308608,9,50,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"20444",20444,32,235109,13,40,"Local.gov","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20445",20445,33,374905,6,40,"State.gov","married","Other.service","White","Male","US","Less_or_equal_50K",0
"20446",20446,71,118876,13,14,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"20447",20447,55,223716,10,40,"Local.gov","other","Exec.managerial","Amer-Indian-Eskimo","Female","US","Less_or_equal_50K",0
"20448",20448,85,166027,9,50,"Self.emp.not.inc","other","Sales","White","Female","US","Less_or_equal_50K",0
"20449",20449,25,109080,10,55,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20450",20450,58,104333,10,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"20451",20451,57,195876,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20452",20452,30,390879,11,36,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20453",20453,19,197748,7,20,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"20454",20454,40,442045,10,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"20455",20455,28,44216,9,40,"Private","not-married","Protective.serv","Amer-Indian-Eskimo","Female","US","Less_or_equal_50K",0
"20456",20456,43,114537,13,40,"Federal.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20457",20457,19,274830,9,15,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20458",20458,24,321763,9,38,"Private","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"20459",20459,34,213226,13,65,"Private","not-married","Sales","White","Male","US","More_than_50K",0
"20460",20460,22,167787,9,40,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20461",20461,64,352712,11,55,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20462",20462,26,213412,7,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20463",20463,80,202483,9,16,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20464",20464,79,146244,16,40,"Local.gov","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20465",20465,58,450544,13,40,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","More_than_50K",0
"20466",20466,43,195258,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"20467",20467,46,57929,9,25,"Private","other","Other.service","White","Male","US","Less_or_equal_50K",0
"20468",20468,35,953588,9,40,"Private","married","Exec.managerial","White","Female","US","More_than_50K",0
"20469",20469,43,155293,13,60,"Self.emp.inc","married","Sales","White","Male","US","More_than_50K",0
"20470",20470,68,204082,10,45,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"20471",20471,34,216283,13,45,"State.gov","married","Prof.specialty","White","Female","US","More_than_50K",0
"20472",20472,37,355856,13,40,"Private","married","Craft.repair","Asian-Pac-Islander","Male","other","More_than_50K",0
"20473",20473,22,297380,9,40,"Private","not-married","Sales","Black","Female","US","Less_or_equal_50K",0
"20474",20474,32,425622,9,55,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20475",20475,65,145628,6,40,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20476",20476,28,115549,10,60,"Private","not-married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20477",20477,40,142444,13,45,"Self.emp.inc","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20478",20478,40,134026,7,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"20479",20479,52,177366,9,20,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"20480",20480,35,38245,10,60,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20481",20481,62,215944,3,30,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20482",20482,49,115784,11,45,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20483",20483,49,170165,9,55,"Private","other","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"20484",20484,45,116163,9,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"20485",20485,37,405644,2,77,"Private","other","Farming.fishing","White","Male","other","Less_or_equal_50K",0
"20486",20486,36,223433,11,53,"Local.gov","married","Protective.serv","White","Male","US","More_than_50K",0
"20487",20487,36,41624,6,70,"Private","married","Craft.repair","White","Male","other","Less_or_equal_50K",0
"20488",20488,25,108542,10,40,"State.gov","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"20489",20489,28,212318,9,55,"Self.emp.not.inc","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20490",20490,57,173090,9,32,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"20491",20491,46,26781,9,40,"Private","married","Craft.repair","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"20492",20492,59,31782,6,45,"Private","married","Transport.moving","White","Male","US","More_than_50K",0
"20493",20493,28,189241,7,40,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20494",20494,35,240467,9,40,"Private","other","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"20495",20495,27,263614,12,45,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"20496",20496,29,74500,13,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"20497",20497,43,263502,9,40,"Federal.gov","other","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20498",20498,38,47707,9,40,"Federal.gov","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"20499",20499,26,231638,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20500",20500,36,111128,9,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20501",20501,37,152307,10,40,"Private","married","Machine.op.inspct","White","Male","US","More_than_50K",0
"20502",20502,41,184466,7,55,"Private","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"20503",20503,44,216411,11,40,"Private","other","Prof.specialty","White","Female","other","Less_or_equal_50K",0
"20504",20504,48,324173,11,50,"Self.emp.not.inc","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"20505",20505,43,598995,13,42,"Local.gov","other","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"20506",20506,57,140711,13,40,"Federal.gov","married","Prof.specialty","White","Male","US","More_than_50K",0
"20507",20507,44,262241,9,40,"Local.gov","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20508",20508,28,308136,9,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"20509",20509,55,148590,6,40,"Private","other","Craft.repair","Black","Female","US","Less_or_equal_50K",0
"20510",20510,30,228406,9,40,"Private","other","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"20511",20511,31,136398,16,50,"Private","married","Prof.specialty","Asian-Pac-Islander","Male","other","More_than_50K",0
"20512",20512,50,175070,15,45,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",0
"20513",20513,43,34007,13,70,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","More_than_50K",0
"20514",20514,33,121195,9,50,"Private","not-married","Machine.op.inspct","Other","Male","US","Less_or_equal_50K",0
"20515",20515,23,216853,11,25,"Federal.gov","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20516",20516,35,81280,13,65,"Private","married","Farming.fishing","White","Male","other","More_than_50K",0
"20517",20517,18,212936,10,15,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"20518",20518,33,220430,13,70,"Local.gov","married","Protective.serv","Black","Male","US","More_than_50K",0
"20519",20519,30,73514,13,45,"Federal.gov","not-married","Exec.managerial","Asian-Pac-Islander","Female","US","Less_or_equal_50K",0
"20520",20520,21,307371,10,15,"Private","not-married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"20521",20521,36,380614,13,35,"Local.gov","married","Adm.clerical","White","Female","other","More_than_50K",0
"20522",20522,38,119992,10,40,"Private","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20523",20523,24,327518,11,45,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20524",20524,24,220323,10,40,"Private","married","Prof.specialty","Black","Male","US","Less_or_equal_50K",0
"20525",20525,39,421633,10,30,"Private","other","Protective.serv","Black","Female","US","Less_or_equal_50K",0
"20526",20526,43,35034,13,21,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20527",20527,30,270218,13,40,"State.gov","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"20528",20528,25,254933,7,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20529",20529,45,61751,9,35,"Private","married","Other.service","White","Female","US","Less_or_equal_50K",0
"20530",20530,22,137876,10,20,"Private","not-married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"20531",20531,26,222539,10,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"20532",20532,24,233856,9,45,"Private","not-married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"20533",20533,22,203182,10,43,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"20534",20534,28,221317,10,40,"Private","married","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"20535",20535,38,186934,10,45,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20536",20536,40,179580,9,40,"Local.gov","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20537",20537,32,26803,10,84,"Private","married","Machine.op.inspct","White","Male","US","More_than_50K",0
"20538",20538,31,59969,9,35,"State.gov","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20539",20539,33,162930,13,50,"Private","married","Prof.specialty","White","Male","other","Less_or_equal_50K",0
"20540",20540,54,192654,13,65,"Self.emp.not.inc","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20541",20541,63,117681,9,25,"Private","other","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20542",20542,67,179285,13,30,"Self.emp.not.inc","married","Sales","White","Male","US","Less_or_equal_50K",0
"20543",20543,47,217161,9,14,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"20544",20544,67,116517,13,35,"Self.emp.inc","other","Other.service","White","Female","US","Less_or_equal_50K",0
"20545",20545,33,170336,9,19,"Private","married","Adm.clerical","Other","Female","US","Less_or_equal_50K",0
"20546",20546,33,256529,9,80,"Local.gov","other","Other.service","White","Female","US","Less_or_equal_50K",0
"20547",20547,25,227886,13,40,"Local.gov","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20548",20548,25,141706,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20549",20549,35,361888,10,40,"Private","other","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20550",20550,35,176101,9,80,"Self.emp.not.inc","married","Farming.fishing","White","Male","US","More_than_50K",0
"20551",20551,18,216730,7,12,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"20552",20552,30,609789,7,60,"Private","married","Farming.fishing","White","Male","other","Less_or_equal_50K",0
"20553",20553,29,136017,6,48,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20554",20554,40,285787,12,40,"Private","married","Tech.support","White","Male","US","More_than_50K",0
"20555",20555,39,160916,12,45,"Private","married","Tech.support","White","Female","US","Less_or_equal_50K",0
"20556",20556,42,227397,13,40,"Private","married","Adm.clerical","White","Female","US","More_than_50K",0
"20557",20557,49,111066,13,50,"Self.emp.not.inc","married","Craft.repair","White","Male","US","More_than_50K",0
"20558",20558,23,189924,10,40,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20559",20559,34,31740,4,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20560",20560,31,172304,10,50,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"20561",20561,31,86492,11,30,"Private","married","Transport.moving","White","Male","US","More_than_50K",0
"20562",20562,90,206667,14,40,"Private","married","Prof.specialty","White","Female","US","More_than_50K",0
"20563",20563,27,153546,13,40,"Self.emp.not.inc","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20564",20564,27,151626,9,40,"Local.gov","not-married","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"20565",20565,27,37302,7,50,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"20566",20566,28,109001,9,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20567",20567,40,195488,9,45,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20568",20568,43,216116,14,37,"Local.gov","other","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"20569",20569,26,118497,9,50,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20570",20570,48,101233,11,15,"Self.emp.not.inc","married","Other.service","White","Female","US","Less_or_equal_50K",0
"20571",20571,41,349703,12,40,"Private","married","Farming.fishing","Asian-Pac-Islander","Male","US","Less_or_equal_50K",0
"20572",20572,32,226883,9,40,"Private","married","Craft.repair","White","Male","other","Less_or_equal_50K",0
"20573",20573,23,214635,9,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20574",20574,35,169672,7,65,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"20575",20575,42,71458,10,50,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"20576",20576,34,125279,9,40,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20577",20577,25,197303,13,40,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20578",20578,34,69251,10,40,"Private","married","Other.service","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"20579",20579,39,160123,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20580",20580,25,323229,13,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20581",20581,46,102359,13,40,"Private","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20582",20582,37,404661,10,40,"Private","not-married","Exec.managerial","Black","Male","US","Less_or_equal_50K",0
"20583",20583,38,185325,9,40,"Self.emp.not.inc","married","Handlers.cleaners","White","Male","US","More_than_50K",0
"20584",20584,35,230268,10,40,"Self.emp.not.inc","married","Other.service","White","Male","US","Less_or_equal_50K",0
"20585",20585,49,38819,13,50,"Self.emp.inc","married","Sales","White","Male","US","More_than_50K",0
"20586",20586,37,380614,12,13,"Private","married","Prof.specialty","White","Female","US","More_than_50K",0
"20587",20587,45,319637,9,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"20588",20588,71,149040,8,40,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20589",20589,44,320984,13,60,"Private","married","Sales","White","Male","US","More_than_50K",0
"20590",20590,38,81965,11,40,"Private","not-married","Tech.support","White","Female","US","Less_or_equal_50K",0
"20591",20591,42,182302,9,40,"Local.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20592",20592,29,53434,11,60,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"20593",20593,48,216214,7,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20594",20594,56,24127,11,54,"Self.emp.inc","married","Sales","White","Male","US","More_than_50K",0
"20595",20595,32,115066,9,40,"Federal.gov","married","Tech.support","White","Male","US","Less_or_equal_50K",0
"20596",20596,19,120277,9,30,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20597",20597,57,134286,10,35,"Self.emp.not.inc","other","Sales","White","Male","US","Less_or_equal_50K",0
"20598",20598,55,26716,6,60,"Private","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20599",20599,66,117746,13,50,"Private","married","Sales","White","Male","US","More_than_50K",0
"20600",20600,26,206199,9,40,"Private","not-married","Adm.clerical","Black","Male","US","Less_or_equal_50K",0
"20601",20601,62,69867,13,55,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"20602",20602,31,109020,13,40,"Private","not-married","Prof.specialty","Other","Male","US","Less_or_equal_50K",0
"20603",20603,25,130302,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20604",20604,38,156728,13,56,"Private","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20605",20605,33,424719,13,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"20606",20606,51,217647,10,40,"Federal.gov","other","Prof.specialty","Black","Female","US","Less_or_equal_50K",0
"20607",20607,20,33087,11,40,"Private","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20608",20608,40,241895,9,40,"Federal.gov","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20609",20609,20,38455,6,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"20610",20610,41,81054,10,25,"Local.gov","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"20611",20611,44,163215,8,40,"Private","other","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"20612",20612,35,156728,9,40,"Private","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20613",20613,35,127930,9,60,"Self.emp.not.inc","other","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20614",20614,46,227310,10,40,"Federal.gov","not-married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"20615",20615,24,96844,10,17,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20616",20616,18,245199,10,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"20617",20617,37,46385,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20618",20618,58,186385,16,8,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20619",20619,55,252714,11,40,"Private","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20620",20620,68,154897,9,30,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"20621",20621,41,320744,13,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"20622",20622,48,102092,9,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20623",20623,45,278151,9,40,"Private","married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"20624",20624,43,338290,10,40,"Private","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20625",20625,37,34378,10,35,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20626",20626,43,91959,13,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"20627",20627,36,265881,9,40,"Private","other","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"20628",20628,60,276009,9,30,"Private","married","Other.service","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"20629",20629,27,193898,9,50,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20630",20630,36,139364,13,50,"Private","married","Sales","White","Male","US","More_than_50K",0
"20631",20631,47,306473,12,40,"State.gov","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20632",20632,33,37232,10,80,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20633",20633,19,56424,8,20,"State.gov","not-married","Transport.moving","Black","Male","US","Less_or_equal_50K",0
"20634",20634,33,165235,13,35,"Private","not-married","Other.service","Asian-Pac-Islander","Female","other","Less_or_equal_50K",0
"20635",20635,34,153326,13,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"20636",20636,33,106976,9,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"20637",20637,57,109015,10,48,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"20638",20638,60,367695,12,40,"Private","married","Adm.clerical","White","Male","US","More_than_50K",0
"20639",20639,33,156015,11,40,"Local.gov","married","Tech.support","White","Male","US","Less_or_equal_50K",0
"20640",20640,41,185132,13,45,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20641",20641,20,188274,10,10,"Self.emp.not.inc","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20642",20642,24,147719,14,20,"State.gov","not-married","Prof.specialty","Asian-Pac-Islander","Male","other","Less_or_equal_50K",0
"20643",20643,31,414525,8,60,"Private","not-married","Farming.fishing","Black","Male","US","Less_or_equal_50K",0
"20644",20644,38,289148,9,40,"Private","other","Craft.repair","White","Female","US","Less_or_equal_50K",0
"20645",20645,40,176069,13,45,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"20646",20646,55,199713,13,15,"State.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20647",20647,33,204829,9,45,"Private","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20648",20648,24,32950,13,35,"Local.gov","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20649",20649,46,233511,13,48,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20650",20650,20,210781,10,20,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20651",20651,50,190762,3,40,"Private","married","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"20652",20652,22,83315,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20653",20653,32,343872,10,35,"Self.emp.inc","married","Transport.moving","Black","Male","other","Less_or_equal_50K",0
"20654",20654,46,185385,9,65,"Private","married","Sales","White","Male","US","More_than_50K",0
"20655",20655,26,357933,10,15,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20656",20656,20,211293,10,14,"Private","not-married","Sales","Black","Female","US","Less_or_equal_50K",0
"20657",20657,37,199265,10,50,"Self.emp.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"20658",20658,40,202872,10,24,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20659",20659,22,195075,10,38,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"20660",20660,41,187802,10,50,"Private","other","Tech.support","White","Male","US","Less_or_equal_50K",0
"20661",20661,24,97212,12,40,"Private","married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20662",20662,40,47902,9,40,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"20663",20663,37,76767,15,39,"State.gov","married","Prof.specialty","White","Female","US","More_than_50K",0
"20664",20664,56,274475,5,40,"Private","other","Sales","White","Female","US","Less_or_equal_50K",0
"20665",20665,20,105244,10,50,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"20666",20666,55,165695,9,40,"Local.gov","other","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"20667",20667,29,253801,9,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20668",20668,37,305597,9,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20669",20669,61,352448,13,60,"Self.emp.not.inc","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20670",20670,26,242768,13,38,"Private","not-married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"20671",20671,49,201080,10,55,"Self.emp.inc","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20672",20672,18,159032,4,40,"Local.gov","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20673",20673,30,149568,5,40,"Private","not-married","Farming.fishing","Black","Male","US","Less_or_equal_50K",0
"20674",20674,24,155775,9,40,"State.gov","married","Tech.support","White","Male","US","Less_or_equal_50K",0
"20675",20675,37,120074,9,40,"Private","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"20676",20676,37,257588,9,40,"Local.gov","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"20677",20677,36,177907,10,65,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20678",20678,40,309311,9,40,"Private","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"20679",20679,44,138975,9,55,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20680",20680,43,187778,9,20,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20681",20681,19,35865,10,35,"Private","not-married","Handlers.cleaners","White","Female","US","Less_or_equal_50K",0
"20682",20682,39,144688,9,50,"Private","married","Adm.clerical","Black","Female","US","Less_or_equal_50K",0
"20683",20683,43,248094,9,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20684",20684,43,248094,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"20685",20685,40,213821,14,40,"Private","not-married","Prof.specialty","White","Male","US","More_than_50K",0
"20686",20686,31,55849,10,40,"State.gov","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"20687",20687,25,121712,13,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
